userName,score,at,content
nanda safitri,1,2023-09-26 10:20:59,menu finpay kenapa gk ada di e wallet bsi mobile y kak. saya mau toup Finpay Digipos g bisa dr bsi mobile.
fikhra azmi,5,2023-09-26 09:17:43,Kenapa proses verifikasi sangat lama
HAMZAH,5,2023-09-26 08:46:56,"BSI Mobile: Banyak Manfaatnya, Insya Allah Berkah, & Sukses selalu."
Bsm Unair,5,2023-09-26 08:46:52,Simple tampilannya
andi baly,5,2023-09-26 08:12:39,N ?.
Ivanie Vie,2,2023-09-26 07:59:17,Kenapa app nya gak bisa dbuka ya??
Wijaya Putra,5,2023-09-26 07:16:52,Kenapa TDK bisa di download
Agung aris Mustofa,1,2023-09-26 07:08:28,"Buruk sekali, bisa²nya uang 50 yg di TF mau di tarik gara bank sebelah lagi offline ATM ya kepotong jadi 48 sekian malah uang satu¹nya lagi mau di tarik GK bisa untung Masi bisa di tarik ke bank lain, rekomendasi bank yg GK banyak bermasalah, BNI, BRI, mandiri, atau brk?"
Kang Poer,5,2023-09-26 05:32:09,mantap men
Desi Dwi Jayanti,5,2023-09-26 05:07:22,"Alhamdulillah Pake BSI dah kembali lancar lagi, trnsaksi aman dan mudah gak pake ribet.. Mantab"
teuku indra,1,2023-09-26 04:58:41,Saldo tiap hari kekuras BSI buruk baru seminggu pake BSI udah banyak masalah .. teruttama pemotongan sanasini .. emg ngak gede .. tp lama kelamaan lumayan juga .. perhari 500rupian Cek ulang mutasi anda
Wijaksono 18,1,2023-09-26 03:43:31,"Verifikasi wajah g bisa, kalo nyusahin nasabah hilangin aja"
zul karnaen,1,2023-09-26 02:55:44,berkali kali tidak bisa verigikasi mobile banking
Elieser Wettebosi,4,2023-09-26 01:27:59,Sangat membantu kita sebagai nasabah dalam mengakses dana dengan tingkat bunga yg lebih rendah
Mas Suyamta,5,2023-09-26 01:18:03,Sangat baik
Pante Peusangan,5,2023-09-26 00:44:28,Pelayanan nya sangat menyenangkan..tetaplah menjadi bagian dari keluarga masyarakat Indonesia
Adhitya Himawan,5,2023-09-25 23:48:18,Oke
Ray Ardi,3,2023-09-25 19:08:48,"Maaf, saya transfer ke bank mandiri, ga cek saldo dulu. Beberapa menit, yg di transfer bilang blm diterima, tapi riwayat ada. Saya coba cek saldo, terus transfer lagi, terus cek lagi, ternyata kepotong. Nah yg pertama saya ga tau kepotong atau ga. Tolong selain cek saldo real time, Adain juga cek saldo berdasarkan waktu. Karena termasuk sering BSI ke mandiri kasus yg begini.."
tc ammar,1,2023-09-25 15:58:10,Gak jelas ni aplikasi
Asep Junaedi,4,2023-09-25 13:05:59,Bagus
Vera Tindaon,5,2023-09-25 12:55:36,Lupa pasword min gmn cara mengatasinya
Mir Fanda,5,2023-09-25 12:47:32,Misal lupa input pun Bsi di mobile gmn caranya ya agar bisa buat input pin baru
Bisnis Endorse,1,2023-09-25 11:51:12,Sering gagal transfer. Tetapi sqldo sudah terpotong. Namun blm terkim. Sudah bikin laporan ke BSI & tlfn ke cel center. Namun terlalu lama uang kembali. Uang besar saya merasa kecewa di rugikan. Padahal uang buat cicilan
Om Ding,5,2023-09-25 11:46:06,SelamT
Gohek Boyza,2,2023-09-25 11:36:28,Ko jadi gak bisa di buka
Juliyanto Anan,5,2023-09-25 11:14:12,"Mau tanyaa kok banyak banget biaya pemindah bukuan e banking yaa buat apaa 1 bulan bisa lebih dari 5*,terimakasih"
Bupfonz,1,2023-09-25 10:20:12,Habis update aplikasi malah jd force close ga bs d buka Mohon fix nya
Darma Irawan,1,2023-09-25 09:52:40,"Parah sering banget error, padahal lg butuh butuhnya buat transaksi"
animasi belajar anak,1,2023-09-25 09:17:48,BSI Bank 🏦 paling lambat didunia
Iqbal Muhammad,1,2023-09-25 08:35:14,"BSI ""Bank terburuk di Indonesia"""
Dzulidah Nurafifah,2,2023-09-25 07:04:04,Sangat sering error
bobby kamajaya,3,2023-09-25 06:53:57,"Setelah error kmren tidak bisa tansfer beda bank yaitu BCA menggunakan BI FAST apa sudah putus perjanjian, tidak ada bank bca kode 004 untuk transfer beda bank terutama bi fast layanan"
Abidzar elbazh,4,2023-09-25 06:48:59,Suka eror
Najma Aulia Fitri,1,2023-09-25 06:14:37,"WOYYYY APP NY SERING NGE BUG PDAHAL UDAH AK UPDATE, TOLONG PERBAIKI SEGERA!! SAYA JADI TIDAK BISA MEN TF UANG!!!!"
Dafid Sputra,5,2023-09-25 04:58:03,Mantap
Algisna Suciara,1,2023-09-25 03:50:26,Sumpah sih BSI makin kesini makin buruk. Gaji dari perusahaan belum masuk. Padahal dari perusahaan sudah follow up ke pihak Bank nya. Respon nya lama.
Suratman Sahid,5,2023-09-24 23:31:57,Membantu
Fransiska Valentina Astalia,1,2023-09-24 22:58:22,Aplikasinya cacat.. Parah.. Susah aktivasi.. Tombol keypad susah ditekan.. Padahal semua aplikasi di handphone lancar saja.. Hanya aplikasi BSI Mobile yg error parah.. Developer tlong dibenarin aplikasinya ya.. Agar user tdk kesulitan.. Spertinya useless gni aplikasinya..
nurul nasihah,1,2023-09-24 22:09:24,gak bisa dipakai di android 11
Jimmy Syuhada,1,2023-09-24 18:45:48,Sering terjadi jaringan
hesti rusminingsih,1,2023-09-24 09:58:03,"Aplikasi paling buruk, suka error, nggak bisa aktivasi wajah, suruh mangap-mangap mulu udah kayak ikan piranha gw masih aja belom bisa. TOLONG PERBAIKI LAGI KEDEPANNYA!!!!"
rafid shidqi,1,2023-09-24 08:32:21,",tarik tunai, uang ga keluar tapi saldo terpotong, gimana masyarakat aceh mau maju kalo bank yang di pake bsi malah sering error lagi"
Ariez Susanto,1,2023-09-24 07:35:56,"Satu aja dulu ..berkali"" aktivasi bsi mobile gk bsa dg akun dn org yg sama"
Ahmad Mufidun,5,2023-09-24 04:17:28,Aman
Firman Inhu,1,2023-09-24 02:28:06,"Ini apk super aneh sumpah., Mau aktivasi rekening di minta ngisi nomor hp., Giliran isi nomor hp, kode otp gak masuk masuk. Di ulang sampe 20 kali, ga ada juga kode otp yg masuk. Maunya apa sih.. ga jelas. Bagusnya di uninstal aja ni apk."
Bilqis Alasyifa,1,2023-09-23 18:05:13,Jangan mau pakai aplikasi ini jika anda tidak mau rugi.. kecewa pelayanan jelak
Lio Ardian,1,2023-09-23 18:01:56,pelayanannya jelek tidak seperti bank tetangga tidak ad ngendap saldo
Achmad Santoso,2,2023-09-23 12:51:06,kenapa saya tidak bisa aktivasi kartu atm
Siti nurrohmah,5,2023-09-23 12:23:39,"Ulasannya saya ubah, karena bsi udah stabil lagi. semoga kedepannya dijauhkan kendala semakin banyak peminat BSI"
Ana Alfaaa,5,2023-09-23 10:46:40,Alhamdllh...
RIswanda Wanda,1,2023-09-23 08:47:26,Bank Aneh Tiap Bulan Ada masalah
Galakxy A33,4,2023-09-23 05:51:45,belum di coba pskai m mobilnya
Ahmad Zuhri,5,2023-09-23 00:05:12,Ok
Aina Real,2,2023-09-22 23:36:46,"Aplikasi lemot, eror tidak bisa d gunakan sayng banget padahl fiturnya lengkap:("
Dheena Poetrie,1,2023-09-22 15:29:23,Ga bisa login.... Ga TW apa penyebabnya
Ashary Alfatih,5,2023-09-22 13:44:52,Mantap
Devi Susana,1,2023-09-22 11:26:00,"Gak bisa di buka aplikasinya, gangguan terus"
Irvan Zakaria,5,2023-09-22 09:23:27,Alhamdulillah
Abdullah Noto,3,2023-09-22 06:16:27,"Sa'at aktifasi ulang, sebab ganti Hp, verifikasi wajah sangat susah"
dwi kartika sari,2,2023-09-22 05:32:29,Aplikasi selalu trouble sampe akhirnya pin ke blokir dan verifikasi wajah susah
Novan Roviansyah,2,2023-09-22 03:43:21,"Bos, sya mau masuk lupa no rek nya gmna Tolong mnta no whatsapp nya"
Alvanafzal syafrudin,5,2023-09-22 03:05:48,Ok mantap
Edi Mulyadi,5,2023-09-22 01:51:11,Ok
mbw gaming,1,2023-09-21 20:46:42,Apk gk bisa di hapus aneh
Muhammad Riky,1,2023-09-21 15:13:58,jelek
Izam Faturahman,1,2023-09-21 14:28:08,"Sangat kecewa kenapa sekarang malah ada pembekuan saldo 50 k padahal sebelum nya tidak ada hadehh tidk di kasih keterangan juga buat apa"" nya nth apa lah kecewa berat😏"
ilhaam rizkiya,1,2023-09-21 13:54:41,Verif wajah sanga sulit.
adi 2121,1,2023-09-21 13:27:13,Udah daptar berkali kali tapi gamasuk masuk malah pising sudah ratusan kali daptar ga bisa bisa di uniinstal juga gabisa dah lah semoga bangkrut lah dah pusing ngngap ga ada ker jaan aja
Yuni Sarah,5,2023-09-21 12:18:58,Baussssssss
"Muhammad Zuhri, S.Pd.I",5,2023-09-21 12:08:21,Lengkap
Lisa Yuliana Sari,1,2023-09-21 11:39:44,"Menyusahkan sekali, untuk aktivasi selalu tidak bisa !"
Fahriah Ars,4,2023-09-21 10:54:35,Ada baiknya sebelum nasabah transaksi apapun diberi review dulu utk di cek kmbali oleh nasabah salah atau benar inputannya sblm transfer/input PIN🙏🏻🙏🏻🙏🏻
Ginanzar Subiradisastra,1,2023-09-21 10:27:01,Saya tidak Punya acount bsi Tapi saya selalu menerima notification Transaksi dari bsi gimana
Edwar Dasikers,5,2023-09-21 10:04:37,Sudah ada tabungan BSI
mulyono yahya,1,2023-09-21 09:45:43,Bank BUMN ini seperti nya belum siap bersaing di dunia perbankan...
Agung Priyanto,1,2023-09-21 09:39:12,B1 dlu. Duit gw blm dibalikkin.
Munirah IPA,4,2023-09-21 09:13:26,Sangat bermanfa'at bagi saya
Akeyy10s,1,2023-09-21 09:11:08,Gak jelas vc nya sering eror
Deni Multazam,1,2023-09-21 08:57:28,"Saya sudah datang ke Bank BSI dan tidak ada solusi!! Habis ganti HP, mau aktivasi ulang tapi gak bisa!? Datang ke CS dibilang Gangguan Nasional Indonesia!! Perbankan macam apakah ini?? Terima kasih"
Davin Arya,5,2023-09-21 08:29:50,good
Rano Irwan (Irwan),1,2023-09-21 07:51:55,"Parah nih apps, dari awal buka rekening gak bisa mulu daftar mobile. Masa kudu ada pulsa supaya kirim SMS ke BSI maksudnya gmn ini."
Rasya al maghribi,1,2023-09-21 07:39:16,"foto selvi kedip mata, buka mulut gk bisa.di dalam rumah siang hari di luar rumah sdah pindah"" tempat 1 jam gk slesai"" pkek telkomsel gk bisa, wifi gk bisa,hadeh payah"
Daniel Saras Rahmana,1,2023-09-21 06:18:15,"Gak user friendly!!Untuk aktivasi berbelit-belit gagal mulu. Ini sudah saya sampaikan dua bulan dan masih sama, percuma tampilan bagus tapi alur pendaftaran aplikasi nya gajelas.. Orang pake aplikasi biar gak datang ke kacab lagi jadi lebih simple, masa disuruh ke kacab lagi. Developer nya tolong di note, aplikasi anda banyak yang protes di bagian aktivasi rekening yg sudah ada. Khususnya di bagian verifikasi wajah dan SMS. Udh kirim sms, bayar pake pulsa, akhirnya jga gagal!!"
yadi mugijodo,5,2023-09-21 04:36:10,Baik
Yuyun Aprianitasari,1,2023-09-21 04:28:36,Memperoses datanya lama udh dari tadi tidak approved mau buka rekening aja susah
Reog Ponorogo,5,2023-09-21 03:59:31,Baik
Reinizqy Mughniza Makmur,1,2023-09-21 03:08:52,"udh berapa kali mau aktivasi tapi pas d suruh kirim sms malah katanya nomor g kedaftar, tapi pas kirim pesan otp nya bisa. gmn sih ini. mau ganti rekening ajalah, makasih pengalamannya selama 3 thn ini. bye"
Gogeta Saiyan,5,2023-09-21 02:15:44,Nice
Murni Handayani,5,2023-09-21 01:21:48,Adanya BSI mobile sangat membantu sekali dalam transaksi
Munandhirin,5,2023-09-21 00:58:30,Terimakasih
Indo Viral,1,2023-09-20 17:22:30,"aplikasi terus berhenti ini kenapa woii, mau bayar kuliah ini ahh"
Ratna Dewi,5,2023-09-20 14:41:28,Tidak bisa login
zufrez vian,1,2023-09-20 13:19:21,Aplikasi dibuat transfer kok gak bisa Sudah 3 hari ini gabisa dipakek Sangat kecewa !!!!!!!
Frendy_Markus,1,2023-09-20 13:06:03,Sering bermasalah
muhammad zulkarnain,3,2023-09-20 12:50:09,🤒🤕😇
Azahra Media Chanel,1,2023-09-20 10:40:19,Knp ndk bisa di non aktifkan dan dicopot...pin diblokir mau ganti pin
Maulana Insan kamil,3,2023-09-20 10:29:46,"Kenapa ga bisa masuk,terus ga bisa update lg"
Billy Billy,1,2023-09-20 09:48:26,Saya atas nama. Pili. Merasa sangat tidak puas dengan aplikasi ini
Tata Wahyu melanda,2,2023-09-20 09:15:19,Sering eror
ضياء الياقوت,4,2023-09-20 08:27:32,"Assalamu'alaikum, kenapa akhir2 ini bsi sering trouble ya?"
Annisa Maulidina,3,2023-09-20 08:25:33,"Saya sangat membutuhkan resi, tapi resi yang transaksinya sudah kehabisan waktu, tidak dapat ditemukan kembali, tolong dong bantuannya"
Seprizal Tanzil Firdaus,1,2023-09-20 06:19:06,Selalu FC gk bisa dibuka!!!
Jackpot 1,5,2023-09-20 05:26:50,"20-09-2023 Sekarang daftar BSI Mobile dipermudah banget, ngga seperti dulu udah repot tapi ga aktif aktif akun BSI Mobile nya. Trimakasih BSI"
Yen Rizal,1,2023-09-20 04:58:06,"Mana ada bintang 5 tu, paling peg&kel.peg nya yang kasi bintang. Yang saya tau bsi dari zamannya BSM dulu , kalo saldo kita agak banyak suka manahan-nahan uang nasabah dengan dalih system' error'..."
Erwin Syahputra,1,2023-09-20 04:49:17,"BSI sekarang sangat buruk uang keluar secara tiba"", telpon call center juga jawaban template. Dan ini kasus yg kedua kalinya makin buruk citra bsi kalau gini."
radit haipi,5,2023-09-20 04:28:43,Keren
self tasik creative,1,2023-09-20 04:14:39,"Gak merekomendasikan, sering gangguan, transfer gak nyampe, saldo udah kepotong"
widya hanun zuhairi,1,2023-09-20 02:35:46,Error terus kalau mau buka apk nya
Sakinah Sakinah,5,2023-09-20 01:50:42,Saangat baik
Gifri Jiji,2,2023-09-20 01:47:38,Top pospay error mulu
Mujaddiduddin Hasnawi (j984),5,2023-09-20 01:39:08,mantap aplikasinya
achmad maulana,3,2023-09-20 01:18:36,"versi terakhir 6.18.0, jadi tidak bisa di buka apk nya. 6.17 masih bisa. tolong di fix. terimakasih."
Hajrah Mahdania,1,2023-09-20 01:09:57,"Kenapa suka tiba2 kalau ada yang bermasalah, ini lagi buka rekening kok ngga bisa2, aku daftarin mamaku, pas pilih pekerjaan dan sumber keuangan, ngga ada pilih ibu rumah tangga? Gimana sih"
chaerul fikri,1,2023-09-19 21:23:27,Gaje
Sri Rodia,5,2023-09-19 13:52:05,Excellent
RIZKY fachrurozy,1,2023-09-19 13:08:50,"Setelah update aplikasi ga bisa dipakai, langsung force close sendiri, hp samsung galaxy note 10"
Ryan Elhurair,1,2023-09-19 12:30:18,Setelah update app di android 13 gak bisa di buka malah FC
Mas Diqin79,3,2023-09-19 08:13:25,"Alhamdulillah dengan adanya aplikasi BSI Mobile ini bisa mudah untuk transaksi2, seperti transfer antar bank dan juga bisa mudah untuk beli token listrik kapanpun dibutuhkan. Tapi setelah pindah ke hape yang baru kok suara azan yang biasa terdengar sekarang tidak bisa dan kadang2 pas buka aplikasi kok katanya aplikasi lama perlu di update, padahal ini aplikasi yang baru."
Siti Aisyah,4,2023-09-19 07:59:21,Bagaimana ya cara print out rekening koran BSI di aplikasi ??
Radhen Fadhil,1,2023-09-19 05:08:50,susah buat kirim sms nya udah abis pulsa banyak masih ttep ga bisa sampai sekarang
Elisa Hasna,5,2023-09-19 04:53:52,Baik
Anugroho ADBS,5,2023-09-19 03:20:43,Aplikasi ini sangat membantu & fiturnya lengkap
Yana Alfatih,5,2023-09-19 00:44:41,Aplikasi bagus terus tingkatkan lagi
Hadikudi Anto,3,2023-09-19 00:04:41,Bener engga untuk pinjol di bsi bisa..
Jaenudin Nudin,1,2023-09-18 22:43:11,"Sering mengulur2 waktu kalau transferan gojek siaga.Nyari ATM nya susah, lemotnya minta ampun kalau lagi transaksi di ATM,kartu ga bisa ke baca di ATM,pas mau ganti kartu baru kena admin lagi. Saya pengguna BSI dari gojek,enakan sistem BNI Syariah,gak ribet gerai ATM nya banyak, tepat waktu transfer dr gojek. nggak kaya BSI,di ulur melulu."
Pajar Hidayat,1,2023-09-18 16:14:45,Kenapa kok di aplikasi jyah terdapat administrator perangkat atau orang ke 3 untuk apa apakah untuk mencuri seluruh data yang ada di ponsel penguna padahal di aplikasi e bangking lain nyh tadak yang beginih kohon fitur ituh untuk di hapus karena sangat mengganggu kenyamanan
cgeet Sigit,3,2023-09-18 15:04:02,Ganti hp mau login gagal terus Ada solusi?
Anang Sonjaya,1,2023-09-18 14:16:13,Sering keluar sendiri pas mau buka aplikasinya jadi gk nyaman banget😈
August Permana Siddiq,5,2023-09-18 14:13:02,Trimakasih sudah disetujui ikut bergabung di bank BSI smoga berkah🙏
Ocied Ahoi,1,2023-09-18 13:32:43,BSI kacau Masa iya bank saya top up e-money 100 000 Saldo kepotong ke e-money gak masuk Trs saya beli pulsa 30 000 masuk beli yang 15 000 Ada tulisan transaksi anda kehabisan waktu pas saya cek saldo eh udah kepotong tapi jadi masalah pulsa gak masuk Sudah 3 kali saya begini di BSI e-money pun sudah 1 Minggu gak masuk saldo gak balik gak amanah bangt Masih pada mau kah pakai yang beginian Saya di niaga gak ada tuh yang begini syariah2 bgini cara ambil uang customer?🤣🤣lucu kli heran perbaiki
parsia 03,1,2023-09-18 12:28:29,Susah banget mau buka rekening online. Padhal jaringan bGus gagal trus
Muhammad Iqbal,1,2023-09-18 12:05:19,"Aplikasi nya keren tidak pernah ada masalah pokoknya terbaik, terimakasih bank aceh"
Ghafur Ghazali,5,2023-09-18 10:27:05,Jossss
Ai Nurjanah,4,2023-09-18 10:07:08,Mantap
Sur Yani,1,2023-09-18 08:45:52,"GAJIH TELAT MULU PADAHAL UDAH DARI PERUSAHAAN ANYA MAH LAH INI MASIH BLM DI KIRIM²,KATANYA BANG ISLAM TAPI KOK GA ISLAMI BOS?ISLAM MENGAJAR KAN KITA TEPAT WAKTU"
nurul huda,1,2023-09-18 08:08:36,Uangku 4.8jt tertelan dimesin ATM dibank BSI ny sampai sekarang uangnya tidak kembali. Sudah 12hari kerja padahal. Entahlah bank BSI ny nih nanggapin laporanku atau engga. Kesal bgt! Aku cuma pengen uangku di KEMBALIKAN!!!!
Ai Mutiaroh,1,2023-09-18 07:52:47,"Pas aktivasi lwat hp selalu ada info,permintaan tidak dapat di proses,silahkan di coba beberapa saat lagi,bgtu trus Tolong ini harus gimna setiap aktivasi seperti itu saja jawabnya,,udah isi pulsa ber kali kali kira pulsanya mungkin yg kurang,,tapi ttp GG bisa ,,tolong di bantu .."
Sutarman Ammank,5,2023-09-18 07:03:04,Baik👍
FITRI TRI,5,2023-09-18 06:21:17,Sangat bermanfaat dan memudahkan transaksi
Muhammad,5,2023-09-18 06:15:35,Membantu
Ismail Husin,5,2023-09-18 06:09:19,ok
Sopiandi Abdillah,1,2023-09-18 05:53:50,"kapan apk ini mau di update untuk perbaikan dan mempermudah nasabah sih, kalau begini terus gimana nasabah bisa betah"
Taufikur Muktadir,5,2023-09-18 05:24:52,Sering sekali ngelag
nelly yulida,1,2023-09-18 05:23:21,"Setiap buka aplikasi selalu muncul. ""Permintaan kehabisan waktu"" Jadi aplikasi tidak dapat dibuka"
vauzy FPV,1,2023-09-18 04:26:45,"proses buka blokir pin bsi via telpon susah ,aplikasinya agak ribet ."
Aryo Bae,1,2023-09-18 03:21:16,"Cukup sekian dan terima kasih, kapok pake bsi"
Muhamad Mahmudin Mahmud,5,2023-09-18 02:57:46,Akurat dn terpercaya
Laili Nur Hasanah,1,2023-09-18 02:51:34,Transaksi non kartu saldo sudah kepotong tapi gabisa keluar uangnya
Taufiqur rahman (Taufiq),4,2023-09-18 02:36:16,Tidak bisa update apk yang baru
Masjid Fastabiqul Khoirot Lemah mendak,1,2023-09-18 01:58:29,Banyak gangguan ga jelas
Hery Anto,5,2023-09-18 01:55:23,Tingkatkan lagi Aplikasinya sering eror
harni fauzi,3,2023-09-18 01:55:16,Sering banget gangguan sih
Deny Leo,1,2023-09-18 01:55:15,Assalamualaikum... knp aplikasi BSI cuma mentok di logo tidak bisa masuk udah tunggu lama tapi masih tetap mentok di logo aplikasi BSI.
Agung Nugraha,1,2023-09-18 01:52:54,Eror lagi hari ini
kine mon,1,2023-09-18 01:51:33,Appnya angguan mulu
Bunda,5,2023-09-18 01:36:19,Baik
Reypangga Dwi Santoso,1,2023-09-17 15:14:20,Sangat susah untuk aktivasi rekening
Suprianto Primer,4,2023-09-17 14:51:11,"Boleh juga aplikasinya, tingkatkan lagi pelayanan nya biar jdi yg terbagus...."
Ega Wahyudi,1,2023-09-17 10:33:04,Tidak bisa blokir kartu lewat aplikasi
azzam Jr,2,2023-09-17 09:43:05,"Kenapa aplikasi BSI MOBILE nya nggak bisa di buka sih....di buka selalu berhenti terus padahal biar semua gampang katanya,tapi kenapa keluar terus dari aplikasi nya"
Riyanto Yanto,5,2023-09-17 06:51:52,Sangat bagus
Sahrull Caung51,5,2023-09-17 06:18:55,Keren
Nihal Siddiqia,1,2023-09-17 03:55:27,Ga bisa di uninstal
Yar Milus,2,2023-09-17 03:36:31,"Bsi ini kenapa sih,saya buka lg BSI mobile Ndak bisa bisa,,keterangan PERMINTAAN KEHABISAN WAKTU,APA MAKSUD NYAAA"
mtss biringere,1,2023-09-17 00:59:00,Aplikasi ini sangat tidak bersahabat tidak mengerti arti senyum seharian senyum tidak juga di terima mending perbaiki dulu aplikasinya baru di rilis lagi konsumen kerjanya bukan hanya mau senyum senyum di depan aplilasi ...
hari yanto,1,2023-09-16 23:41:11,Kenapa aplikasi BSI tidak bisa berfungsi di perangkat saya
Indra Bungsu,5,2023-09-16 17:22:23,"Kalo bisa,sekedar untuk cek saldo,cukup login aja,gak perlu pake pin,lihat mutasi transaksi juga pake pin,mubazir pin,biasanya mbanking manapun cek saldo,cek mutasi itu gak pakai pin,cukup login aja,kecuali transaksi transfer,pembelian,yg berkaitan dg keuangan baru pakai pin,bahkan mbanking sebelah itu,gak pake login dan pin,sekedar untuk lihat saldo,ada fitur intip saldo"
Dida Raihan,1,2023-09-16 15:23:47,"Susah masuk nya, buka aplikasi malah keluar trus"
Englor 18,1,2023-09-16 14:44:14,"Verivikasi muka gk jelas, buka mulut senyum"" kedip"" gagal terus"
aldo wokeh,1,2023-09-16 08:58:27,Pengalaman tidak menyenangkan
Pendoza 69,4,2023-09-16 07:29:53,Update teroos.. sering error ..
Hikmatul Muamana,1,2023-09-16 07:20:45,"Aplikasi sering eror, gak nyaman buat transaksi"
Nandy kurnia sandy,1,2023-09-16 07:15:41,Sering bermasalah sering error
Muhammad Alfathdry Hadzami,3,2023-09-16 07:14:21,"Mohon maaf min, saya sudah coba buka aplikasi BSI mobile selama 2 hari ini dan tidak bisa dibuka, ketika mencoba membuka maka akan selalu kembali ke halaman luar, dan disitu bertuliskan bahwa aplikasi tersebut ada bug nya, untuk selebihnya bagus dan baik. Bagaimana step yang harus saya lakukan min"
